buy_date,buy_price,sell_date,sell_price
2010-11-11,6.21,2011-01-07,8.1
2011-01-18,9.08,2011-01-20,8.172
2012-09-21,6.9,2012-12-13,6.57
2014-09-22,5.0,2014-09-29,4.5
2014-11-14,5.32,2014-12-31,5.022
2016-03-03,4.34,2016-03-21,4.176
2017-09-20,4.86,2017-10-18,4.509
2018-05-15,5.25,2018-06-29,5.949000000000001
2019-01-14,7.0,2019-02-27,7.722
