buy_date,buy_price,sell_date,sell_price
2012-12-31,7.5,2013-01-03,6.75
2013-12-04,6.75,2013-12-11,6.9750000000000005
2014-01-06,8.49,2014-01-07,7.641
2014-01-29,8.95,2014-01-30,8.055
2014-01-31,6.25,2014-03-05,5.976
2016-06-29,5.4,2016-08-05,5.157000000000001
2018-03-16,5.45,2018-04-05,6.129
2018-07-10,9.63,2018-07-23,10.602
2019-04-03,17.059999,2019-05-08,18.7199991
