buy_date,buy_price,sell_date,sell_price
2013-01-07,16.57,2015-08-24,19.818
2016-04-19,22.049999,2018-02-06,24.975
2018-09-14,27.620001,2018-12-17,25.218
2019-04-02,27.85,2019-12-30,30.620001
