buy_date,buy_price,sell_date,sell_price
2012-10-19,5.14,2012-10-31,4.806
2013-04-01,3.91,2013-04-04,3.519
2015-01-13,4.35,2015-02-04,4.032000000000001
2015-03-04,5.16,2015-03-05,4.644
2016-08-01,5.03,2016-08-15,5.535
2016-09-02,7.86,2016-09-07,8.145000000000001
2017-05-25,7.09,2017-06-13,9.045000000000002
2017-11-21,6.35,2017-11-22,5.715
2018-06-27,7.55,2018-06-28,6.795
2018-08-28,8.1,2018-08-29,7.29
