buy_date,buy_price,sell_date,sell_price
2013-12-10,9.55,2014-03-07,9.387
2016-03-31,4.95,2016-04-11,4.671
2016-05-17,5.997,2016-05-24,5.3973
2017-01-18,7.55,2017-02-02,8.055
