buy_date,buy_price,sell_date,sell_price
2013-12-09,9.0,2013-12-10,8.1
2014-01-14,11.26,2014-01-24,11.79
2014-02-14,15.84,2014-02-28,17.522999100000003
2016-09-13,21.959999,2016-09-28,21.825
