buy_date,buy_price,sell_date,sell_price
2013-02-05,1.23,2013-02-22,1.305
2013-05-21,1.51,2013-05-31,1.503
2013-07-02,1.65,2013-07-31,1.503
2013-09-12,2.16,2013-09-16,1.9440000000000002
2014-05-21,2.59,2014-05-22,2.331
2014-06-11,2.99,2014-07-03,3.519
2015-04-21,4.24,2015-05-18,4.266
2016-06-29,5.2,2016-07-11,5.283
2018-03-23,6.95,2018-05-08,6.831
