buy_date,buy_price,sell_date,sell_price
2016-06-08,120.0,2016-06-15,108.0
2016-06-17,112.199997,2016-07-06,100.9799973
2016-07-12,123.120003,2016-07-19,110.8080027
2016-07-26,120.0,2016-08-17,199.2599946
2016-09-01,196.800003,2016-09-07,177.12000270000001
2016-09-27,191.399994,2016-10-07,174.9599946
2016-10-24,163.800003,2016-10-27,160.3799973
2016-11-10,144.0,2016-11-11,129.6
2017-07-19,115.5,2017-07-31,106.3799973
2017-09-11,114.599998,2017-09-20,115.0200027
2017-10-13,141.0,2017-10-17,126.9
2018-01-12,175.800003,2018-01-16,158.2200027
2018-10-05,33.0,2018-10-10,31.860001800000003
2019-02-01,12.6,2019-02-04,11.34
2019-04-10,11.879976,2019-04-11,10.6919784
