buy_date,buy_price,sell_date,sell_price
2012-11-27,5.97,2013-02-19,6.498
2014-01-15,8.19,2014-04-21,7.685999999999999
2016-07-21,8.76,2016-07-26,8.055
2017-04-03,10.0,2017-06-13,11.16
2017-10-09,11.5,2017-11-20,10.35
