buy_date,buy_price,sell_date,sell_price
2010-12-02,12.0,2011-02-22,13.806000000000001
2012-03-14,14.16,2012-04-27,15.3
2013-10-25,14.0,2014-02-19,14.004000000000001
2014-03-05,15.26,2014-04-14,20.493
2019-04-16,11.94,2019-05-31,11.466000000000001
2019-09-04,14.1,2019-09-25,14.129999999999999
