buy_date,buy_price,sell_date,sell_price
2010-11-10,14.95,2011-02-15,19.3770009
2013-01-07,18.6,2013-04-08,25.965000000000003
2014-01-24,59.799999,2014-03-26,65.7
2015-01-30,45.18,2015-03-13,42.8670009
2016-08-24,39.540001,2016-10-13,38.538000000000004
2017-03-23,46.880001,2017-05-01,48.806999999999995
2017-10-20,68.040001,2017-12-07,68.688
