buy_date,buy_price,sell_date,sell_price
2013-03-07,1.33,2013-03-08,1.197
2013-05-29,1.95,2013-05-30,1.755
2014-01-08,2.38,2014-01-09,2.142
2016-07-19,1.85,2016-07-20,1.665
2018-09-20,4.52,2018-09-25,4.068
