buy_date,buy_price,sell_date,sell_price
2013-02-04,26.889999,2014-04-30,34.0649982
2015-05-15,37.490002,2015-08-24,36.594
2015-11-09,42.189999,2016-01-04,38.025
2016-08-31,41.849998,2017-03-22,48.825
