buy_date,buy_price,sell_date,sell_price
2011-07-21,4.6,2011-07-25,6.075
2012-02-15,3.75,2012-02-16,3.375
2013-09-06,2.28,2013-09-16,2.52
2013-09-18,2.85,2013-09-20,2.826
2014-09-17,3.39,2014-09-18,3.051
2016-07-22,1.06,2016-07-28,1.098
2016-08-02,2.29,2016-08-03,2.061
2016-11-17,13.35,2016-11-18,12.015
