buy_date,buy_price,sell_date,sell_price
2012-02-17,4.95,2012-03-05,4.95
2012-04-09,7.3,2012-05-02,7.5600000000000005
2013-02-01,8.5,2013-02-22,7.74
2015-11-06,9.7,2016-01-11,10.53
2016-09-28,11.99,2016-10-07,11.187
2016-11-08,11.85,2017-01-04,14.715000000000002
2017-01-18,14.25,2017-03-06,13.995000000000001
2017-11-07,18.299999,2018-05-15,20.294999100000002
2018-06-13,24.049999,2018-06-22,21.6449991
2019-09-06,22.0,2019-12-30,24.219999
