buy_date,buy_price,sell_date,sell_price
2015-04-23,15.75,2015-06-29,20.880000900000002
2015-09-22,27.35,2015-09-28,24.9210009
2017-10-27,12.8,2017-11-17,12.825000000000001
2017-11-28,13.4,2018-01-22,14.22
