buy_date,buy_price,sell_date,sell_price
2011-02-22,31.32,2011-07-18,32.112
2013-04-15,31.32,2013-06-20,30.8790009
2013-10-25,35.060001,2014-09-23,35.712
2015-01-27,39.110001,2015-06-30,36.7740009
2017-07-27,38.52,2018-02-09,38.3490009
2019-11-20,39.860001,2019-12-30,41.419998
