buy_date,buy_price,sell_date,sell_price
2010-09-21,25.120001,2010-09-27,23.5800009
2010-09-28,23.57,2010-10-06,22.707
2010-10-29,24.01,2011-08-23,23.85
2012-04-05,26.129999,2012-08-27,27.225
2013-06-28,28.870001,2013-07-08,25.9830009
2013-09-11,29.25,2013-09-12,26.325
2014-09-15,27.790001,2014-10-14,26.009999999999998
2015-05-07,28.48,2015-07-10,28.755000900000002
2017-06-05,28.5,2017-10-02,27.090000000000003
2018-04-03,27.059999,2018-12-26,30.141001799999998
