buy_date,buy_price,sell_date,sell_price
2013-05-10,2.09,2013-05-16,2.358
2013-05-30,3.7,2013-06-03,3.636
2017-02-15,1.61,2017-02-16,1.449
2017-02-22,2.25,2017-02-23,2.025
2019-03-07,0.83,2019-03-25,1.2240000000000002
