buy_date,buy_price,sell_date,sell_price
2013-10-28,4.31,2013-11-18,3.9509999999999996
2017-01-05,1.85,2017-01-19,1.818
2017-10-10,2.18,2017-10-17,2.07
2017-12-22,2.33,2018-01-04,2.3400000000000003
