buy_date,buy_price,sell_date,sell_price
2010-12-30,11.85,2011-12-12,15.4080009
2012-08-09,17.459999,2013-06-26,16.5419991
2014-06-30,19.530001,2015-07-09,24.6330009
2016-12-19,27.0,2017-06-01,26.9009991
2018-02-13,28.51,2018-09-13,32.625
2018-09-24,37.299999,2018-09-25,33.569999100000004
2019-11-22,37.860001,2019-12-30,36.52
