buy_date,buy_price,sell_date,sell_price
2013-11-26,1.72,2013-12-04,1.575
2014-01-10,2.0,2014-01-27,1.9620000000000002
2015-03-09,1.61,2015-04-24,2.3129999999999997
2018-03-07,1.63,2018-03-26,2.0160000000000005
2018-04-10,2.52,2018-04-19,2.2680000000000002
2019-07-23,1.02,2019-08-07,1.296
