buy_date,buy_price,sell_date,sell_price
2014-02-24,3.87,2014-03-12,3.483
2016-08-08,1.87,2016-09-01,1.683
2016-11-03,2.06,2016-11-07,1.854
2017-01-05,2.38,2017-01-12,2.466
2018-08-03,2.05,2018-08-15,1.917
2019-11-27,1.69,2019-12-17,1.593
